Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
ETNB,"89bio, Inc. - Common Stock",G,N,N,100,N,N
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N
ETOR,eToro Group Ltd. - Class A Common Shares,Q,N,N,100,N,N
ETSY,"Etsy, Inc. - Common Stock",Q,N,N,100,N,N
EU,enCore Energy Corp. - Common Stock,S,N,N,100,N,N
EUDA,Euda Health Holdings Limited - Ordinary Shares,S,N,N,100,N,N
EUDAW,Euda Health Holdings Limited - Warrant,S,N,N,100,N,N
EURK,Eureka Acquisition Corp - Class A Ordinary Share,S,N,N,100,N,N
EURKR,Eureka Acquisition Corp - Right,S,N,N,100,N,N
EURKU,Eureka Acquisition Corp - Unit,S,N,N,100,N,N
EVAX,Evaxion A/S - American Depositary Share,S,N,N,100,N,N
EVCM,EverCommerce Inc. - Common Stock,Q,N,D,100,N,N
EVER,"EverQuote, Inc. - Class A Common Stock",G,N,N,100,N,N
EVGN,Evogene Ltd. - Ordinary Shares,S,N,N,100,N,N
EVGO,EVgo Inc. - Common Stock,Q,N,N,100,N,N
EVGOW,"EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",Q,N,N,100,N,N
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N
EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",S,N,N,100,N,N
EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,Q,N,N,100,N,N
EVOK,"Evoke Pharma, Inc. - Common Stock",S,N,N,100,N,N
EVRG,"Evergy, Inc. - Common Stock",Q,N,N,100,N,N
EVTV,"Envirotech Vehicles, Inc. - Common stock",S,N,D,100,N,N
EWBC,"East West Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
EWCZ,"European Wax Center, Inc. - Class A Common Stock",Q,N,N,100,N,N
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
EXAS,Exact Sciences Corporation - Common Stock,S,N,N,100,N,N
EXC,Exelon Corporation - Common Stock,Q,N,N,100,N,N
EXE,Expand Energy Corporation - Common Stock,Q,N,N,100,N,N
EXEEL,Expand Energy Corporation - Class C Warrants,Q,N,N,100,N,N
EXEEW,Expand Energy Corporation - Class A Warrants,S,N,N,100,N,N
EXEEZ,Expand Energy Corporation - Class B Warrants,S,N,N,100,N,N
EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100,N,N
EXFY,"Expensify, Inc. - Class A Common Stock",Q,N,N,100,N,N
EXLS,"ExlService Holdings, Inc. - Common Stock",Q,N,N,100,N,N
EXOZ,eXoZymes Inc. - Common Stock,S,N,N,100,N,N
EXPE,"Expedia Group, Inc. - Common Stock",Q,N,N,100,N,N
EXPI,"eXp World Holdings, Inc. - Common Stock",G,N,N,100,N,N
EXPO,"Exponent, Inc. - Common Stock",Q,N,N,100,N,N
EXTR,"Extreme Networks, Inc. - Common Stock",Q,N,N,100,N,N
EYE,"National Vision Holdings, Inc. - Common Stock",Q,N,N,100,N,N
EYPT,"EyePoint Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N
EZGO,EZGO Technologies Ltd. - Ordinary Shares,S,N,D,100,N,N
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",Q,N,N,100,N,N
FA,First Advantage Corporation - Common Stock,Q,N,N,100,N,N
FAAS,DigiAsia Corp. - Ordinary Shares,S,N,H,100,N,N
FAASW,DigiAsia Corp. - Warrant,S,N,H,100,N,N
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
FACTU,FACT II Acquisition Corp. - Unit,G,N,N,100,N,N
FACTW,FACT II Acquisition Corp. - Warrant,G,N,N,100,N,N
FAMI,"Farmmi, INC. - Ordinary Shares",S,N,N,100,N,N
FANG,"Diamondback Energy, Inc. - Common Stock",Q,N,N,100,N,N
FARM,Farmer Brothers Company - Common Stock,Q,N,N,100,N,N
FAST,Fastenal Company - Common Stock,Q,N,N,100,N,N
FAT,FAT Brands Inc. - Common Stock,S,N,N,100,N,N
FATBB,FAT Brands Inc. - Class B Common Stock,S,N,N,100,N,N
FATBP,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,S,N,N,100,N,N
FATE,"Fate Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
FATN,"FatPipe, Inc. - common stock",S,N,N,100,N,N
FBGL,FBS Global Limited - Ordinary Shares,S,N,D,100,N,N
FBIO,"Fortress Biotech, Inc. - Common Stock",S,N,N,100,N,N
FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",S,N,N,100,N,N
FBIZ,"First Business Financial Services, Inc. - Common Stock",Q,N,N,100,N,N
FBLA,"FB Bancorp, Inc. - Common Stock",S,N,N,100,N,N
FBLG,"FibroBiologics, Inc. - Common Stock",S,N,D,100,N,N
FBNC,First Bancorp - Common Stock,Q,N,N,100,N,N
FBRX,"Forte Biosciences, Inc.  - Common Stock",S,N,N,100,N,N
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",G,N,N,100,N,N
FBYDW,"Falcon's Beyond Global, Inc. - Warrants",S,N,N,100,N,N
FCAP,"First Capital, Inc. - Common Stock",S,N,N,100,N,N
FCBC,"First Community Bankshares, Inc. - Common Stock",Q,N,N,100,N,N
FCCO,First Community Corporation - Common Stock,S,N,N,100,N,N
FCEL,"FuelCell Energy, Inc. - Common Stock",G,N,N,100,N,N
FCFS,"FirstCash Holdings, Inc. - Common Stock",Q,N,N,100,N,N
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",Q,N,N,100,N,N
FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",Q,N,N,100,N,N
FCNCP,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100,N,N
FCUV,Focus Universal Inc. - Common Stock,S,N,D,100,N,N
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",G,N,N,100,N,N
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
FDSB,"Fifth District Bancorp, Inc. - Common Stock",S,N,N,100,N,N
FDUS,Fidus Investment Corporation - Closed End Fund,Q,N,N,100,N,N
FEAM,"5E Advanced Materials, Inc. - Common Stock",Q,N,N,100,N,N
FEBO,Fenbo Holdings Limited - Ordinary Shares,S,N,N,100,N,N
FEIM,"Frequency Electronics, Inc. - Common Stock",G,N,N,100,N,N
FELE,"Franklin Electric Co., Inc. - Common Stock",Q,N,N,100,N,N
FEMY,Femasys Inc. - Common Stock,S,N,D,100,N,N
FENC,Fennec Pharmaceuticals Inc. - Common Stock,S,N,N,100,N,N
FER,Ferrovial SE - Ordinary Shares,Q,N,N,100,N,N
FERA,Fifth Era Acquisition Corp I - Class A Ordinary Shares,G,N,N,100,N,N
FERAR,Fifth Era Acquisition Corp I - Rights,G,N,N,100,N,N
FERAU,Fifth Era Acquisition Corp I - Units,G,N,N,100,N,N
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,S,N,N,100,N,N
FFAIW,Faraday Future Intelligent Electric Inc. - Warrant,S,N,N,100,N,N
FFBC,First Financial Bancorp. - Common Stock,Q,N,N,100,N,N
FFIC,Flushing Financial Corporation - Common Stock,Q,N,N,100,N,N
FFIN,"First Financial Bankshares, Inc. - Common Stock",Q,N,N,100,N,N
FFIV,"F5, Inc. - Common Stock",Q,N,N,100,N,N
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",G,N,N,100,N,N
FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",G,N,N,100,N,N
FGEN,"FibroGen, Inc - Common Stock",Q,N,N,100,N,N
FGF,Fundamental Global Inc. - Common Stock,G,N,N,100,N,N
FGFPP,Fundamental Global Inc. - 8.00% Cumulative Series A Preferred Stock,G,N,N,100,N,N
FGI,FGI Industries Ltd. - Ordinary Shares,S,N,D,100,N,N
FGIWW,FGI Industries Ltd. - warrant,S,N,N,100,N,N
FGL,Founder Group Limited - Ordinary Shares,S,N,N,100,N,N
FGMC,FG Merger II Corp. - Common stock,G,N,N,100,N,N
FGMCR,FG Merger II Corp. - Rights,G,N,N,100,N,N
FGMCU,FG Merger II Corp. - Unit,G,N,N,100,N,N
FHB,"First Hawaiian, Inc. - Common Stock",Q,N,N,100,N,N
FHTX,Foghorn Therapeutics Inc. - Common Stock,G,N,N,100,N,N
FIBK,"First Interstate BancSystem, Inc. - Common Stock",Q,N,N,100,N,N
FIEE,"FiEE, Inc - Common Stock",S,N,N,100,N,N
FIGXU,FIGX Capital Acquisition Corp. - Units,G,N,N,100,N,N
FINW,FinWise Bancorp - Common Stock,G,N,N,100,N,N
FIP,FTAI Infrastructure Inc. - Common Stock,Q,N,N,100,N,N
FISI,"Financial Institutions, Inc. - Common Stock",Q,N,N,100,N,N
FITB,Fifth Third Bancorp - Common Stock,Q,N,N,100,N,N
FITBI,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,Q,N,N,100,N,N
FITBO,"Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",Q,N,N,100,N,N
FITBP,"Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",Q,N,N,100,N,N
FIVE,"Five Below, Inc. - Common Stock",Q,N,N,100,N,N
FIVN,"Five9, Inc. - Common Stock",G,N,N,100,N,N
FIZZ,National Beverage Corp. - Common Stock,Q,N,N,100,N,N
FKWL,Franklin Wireless Corp. - common stock,S,N,N,100,N,N
FLD,"Fold Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N
FLDDW,"Fold Holdings, Inc. - Warrant",S,N,N,100,N,N
FLEX,Flex Ltd. - Ordinary Shares,Q,N,N,100,N,N
FLGC,Flora Growth Corp. - Common Stock,S,N,D,100,N,N
FLGT,"Fulgent Genetics, Inc. - Common Stock",G,N,N,100,N,N
FLL,"Full House Resorts, Inc. - Common Stock",S,N,N,100,N,N
FLNC,"Fluence Energy, Inc. - Class A Common Stock",Q,N,N,100,N,N
FLNT,"Fluent, Inc. - Common Stock",S,N,N,100,N,N
FLUX,"Flux Power Holdings, Inc. - Common Stock",S,N,D,100,N,N
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",Q,N,N,100,N,N
FLX,BingEx Limited - American Depositary Shares,Q,N,N,100,N,N
FLXS,"Flexsteel Industries, Inc. - Common Stock",Q,N,N,100,N,N
FLYE,"Fly-E Group, Inc. - Common Stock",S,N,N,100,N,N
FLYW,Flywire Corporation - Voting Common Stock,Q,N,N,100,N,N
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",S,N,N,100,N,N
FMBH,"First Mid Bancshares, Inc. - Common Stock",G,N,N,100,N,N
FMFC,Kandal M Venture Limited - Class A ordinary Shares,S,N,N,100,N,N
FMNB,Farmers National Banc Corp. - Common Stock,S,N,N,100,N,N
FMST,Foremost Clean Energy Ltd. - Common Shares,S,N,N,100,N,N
FMSTW,Foremost Clean Energy Ltd. - Warrant,S,N,N,100,N,N
FNGR,"FingerMotion, Inc. - common stock",S,N,N,100,N,N
FNKO,"Funko, Inc. - Class A Common Stock",Q,N,N,100,N,N
FNLC,"First Bancorp, Inc (ME) - Common Stock",Q,N,N,100,N,N
FNWB,First Northwest Bancorp - Common Stock,G,N,N,100,N,N
FNWD,Finward Bancorp - common stock,S,N,N,100,N,N
FOLD,"Amicus Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
FONR,Fonar Corporation - Common Stock,S,N,N,100,N,N
FORA,Forian Inc. - Common Stock,S,N,N,100,N,N
FORD,"Forward Industries, Inc. - Common Stock",S,N,N,100,N,N
FORL,Four Leaf Acquisition Corporation - Class A Common Stock,S,N,D,100,N,N
FORLU,Four Leaf Acquisition Corporation - Unit,S,N,D,100,N,N
FORLW,Four Leaf Acquisition Corporation - Warrants,S,N,D,100,N,N
FORM,"FormFactor, Inc. - Common Stock",Q,N,N,100,N,N
FORR,"Forrester Research, Inc. - Common Stock",Q,N,N,100,N,N
FORTY,Formula Systems (1985) Ltd. - American Depositary Shares,Q,N,N,100,N,N
FOSL,"Fossil Group, Inc. - Common Stock",Q,N,N,100,N,N
FOSLL,"Fossil Group, Inc. - 7% Senior Notes due 2026",Q,N,N,100,N,N
FOX,Fox Corporation - Class B Common Stock,Q,N,N,100,N,N
FOXA,Fox Corporation - Class A Common Stock,Q,N,N,100,N,N
FOXF,Fox Factory Holding Corp. - Common Stock,Q,N,N,100,N,N
FOXX,Foxx Development Holdings Inc. - Common Stock,S,N,N,100,N,N
FOXXW,Foxx Development Holdings Inc. - Warrant,S,N,N,100,N,N
FPAY,"FlexShopper, Inc. - Common Stock",S,N,E,100,N,N
FRAF,Franklin Financial Services Corporation - Common Stock,S,N,N,100,N,N
FRBA,First Bank  - Common Stock,G,N,N,100,N,N
FRD,Friedman Industries Inc. - Common Stock,Q,N,N,100,N,N
FRGT,"Freight Technologies, Inc. - Ordinary Shares",S,N,N,100,N,N
FRHC,Freedom Holding Corp. - Common Stock,S,N,N,100,N,N
FRME,First Merchants Corporation - Common Stock,Q,N,N,100,N,N
FRMEP,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",Q,N,N,100,N,N
FROG,JFrog Ltd. - Ordinary shares,Q,N,N,100,N,N
FRPH,"FRP Holdings, Inc. - Common Stock",Q,N,N,100,N,N
FRPT,"Freshpet, Inc. - Common Stock",G,N,N,100,N,N
FRSH,Freshworks Inc. - Class A Common Stock,Q,N,N,100,N,N
FRST,Primis Financial Corp. - Common Stock,G,N,N,100,N,N
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,S,N,D,100,N,N
FSBC,Five Star Bancorp - Common Stock,Q,N,N,100,N,N
FSBW,"FS Bancorp, Inc. - Common Stock",S,N,N,100,N,N
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",S,N,N,100,N,N
FSFG,"First Savings Financial Group, Inc. - Common Stock",S,N,N,100,N,N
FSHP,Flag Ship Acquisition Corp. - Ordinary Shares,G,N,N,100,N,N
FSHPR,Flag Ship Acquisition Corp. - Right,G,N,N,100,N,N
FSHPU,Flag Ship Acquisition Corp. - Unit,G,N,N,100,N,N
FSLR,"First Solar, Inc. - Common Stock",Q,N,N,100,N,N
FSTR,L.B. Foster Company - Common Stock,Q,N,N,100,N,N
FSUN,FirstSun Capital Bancorp - Common Stock,Q,N,N,100,N,N
FSV,FirstService Corporation - Common Shares,Q,N,N,100,N,N
FTAI,FTAI Aviation Ltd. - Common Stock,Q,N,N,100,N,N
FTAIM,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Q,N,N,100,N,N
FTAIN,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,Q,N,N,100,N,N
FTCI,"FTC Solar, Inc. - Common Stock",S,N,N,100,N,N
FTDR,"Frontdoor, Inc. - Common Stock",Q,N,N,100,N,N
FTEK,"Fuel Tech, Inc. - Common Stock",S,N,N,100,N,N
FTEL,Fitell Corporation - Class A Ordinary Shares,S,N,D,100,N,N
FTFT,Future FinTech Group Inc. - Common Stock,S,N,N,100,N,N
FTHM,Fathom Holdings Inc. - Common Stock,S,N,N,100,N,N
FTLF,"FitLife Brands, Inc. - Common Stock",S,N,N,100,N,N
FTNT,"Fortinet, Inc. - Common Stock",Q,N,N,100,N,N
FTRE,Fortrea Holdings Inc. - Common Stock,Q,N,N,100,N,N
FTRK,FAST TRACK GROUP - Ordinary shares,S,N,N,100,N,N
FUFU,BitFuFu Inc. - Class A Ordinary Shares,S,N,N,100,N,N
FUFUW,BitFuFu Inc. - Warrant,S,N,N,100,N,N
FULC,"Fulcrum Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
FULT,Fulton Financial Corporation - Common Stock,Q,N,N,100,N,N
FULTP,"Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100,N,N
FUNC,First United Corporation - Common Stock,Q,N,N,100,N,N
FUND,"Sprott Focus Trust, Inc. - Closed End Fund",Q,N,N,100,N,N
FUSB,"First US Bancshares, Inc. - Common Stock",S,N,N,100,N,N
FUTU,Futu Holdings Limited - American Depositary Shares,G,N,N,100,N,N
FVCB,"FVCBankcorp, Inc. - Common Stock",S,N,N,100,N,N
FVN,Future Vision II Acquisition Corporation - Ordinary Shares,S,N,N,100,N,N
FVNNR,Future Vision II Acquisition Corporation - Right,S,N,N,100,N,N
FVNNU,Future Vision II Acquisition Corporation - Units,S,N,N,100,N,N
FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,Q,N,N,100,N,N
FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,Q,N,N,100,N,N
FWRD,Forward Air Corporation - Common Stock,Q,N,N,100,N,N
FWRG,"First Watch Restaurant Group, Inc. - Common Stock",Q,N,N,100,N,N
FXNC,First National Corporation - Common Stock,S,N,N,100,N,N
FYBR,"Frontier Communications Parent, Inc. - Common Stock",Q,N,N,100,N,N
GABC,"German American Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
GAIA,"Gaia, Inc. - Class A Common Stock",G,N,N,100,N,N
GAIN,Gladstone Investment Corporation - Business Development Company,Q,N,N,100,N,N
GAINI,Gladstone Investment Corporation - 7.875% Notes due 2030,Q,N,N,100,N,N
GAINL,Gladstone Investment Corporation - 8.00% Notes due 2028,Q,N,N,100,N,N
GAINN,Gladstone Investment Corporation - 5.00% Notes Due 2026,Q,N,N,100,N,N
GAINZ,Gladstone Investment Corporation - 4.875% Notes due 2028,Q,N,N,100,N,N
GALT,Galectin Therapeutics Inc. - Common Stock,S,N,N,100,N,N
GAMB,Gambling.com Group Limited - Ordinary Shares,G,N,N,100,N,N
GAME,"GameSquare Holdings, Inc. - Common stock",S,N,N,100,N,N
GANX,"Gain Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
GASS,"StealthGas, Inc. - common stock",Q,N,N,100,N,N
GAUZ,Gauzy Ltd. - Ordinary Shares,G,N,N,100,N,N
GBDC,"Golub Capital BDC, Inc. - Closed End Fund",Q,N,N,100,N,N
GBFH,GBank Financial Holdings Inc. - Common Stock,S,N,N,100,N,N
GBIO,Generation Bio Co. - Common stock,Q,N,D,100,N,N
GCBC,"Greene County Bancorp, Inc. - Common Stock",S,N,N,100,N,N
GCL,GCL Global Holdings Ltd - Ordinary Shares,Q,N,N,100,N,N
GCLWW,GCL Global Holdings Ltd - Warrants,Q,N,N,100,N,N
GCMG,GCM Grosvenor Inc. - Class A Common Stock,G,N,N,100,N,N
GCMGW,GCM Grosvenor Inc. - Warrant,G,N,N,100,N,N
GCT,GigaCloud Technology Inc - Class A Ordinary Shares,G,N,N,100,N,N
GCTK,"GlucoTrack, Inc. - Common Stock",S,N,N,100,N,N
GDC,GD Culture Group Limited - Common Stock,S,N,N,100,N,N
GDEN,"Golden Entertainment, Inc. - Common Stock",G,N,N,100,N,N
GDEV,GDEV Inc. - Ordinary Shares,G,N,N,100,N,N
GDEVW,GDEV Inc. - Warrant,G,N,N,100,N,N
GDHG,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,S,N,N,100,N,N
GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",Q,N,N,100,N,N
GDS,GDS Holdings Limited - American Depositary Shares,G,N,N,100,N,N
GDTC,CytoMed Therapeutics Limited - Ordinary Shares,S,N,N,100,N,N
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N
GECC,Great Elm Capital Corp. - Closed End Fund,G,N,N,100,N,N
GECCH,Great Elm Capital Corp. - 8.125% Notes Due 2029,G,N,N,100,N,N
GECCI,Great Elm Capital Corp. - 8.50% NOTES DUE 2029,G,N,N,100,N,N
GECCO,Great Elm Capital Corp. - 5.875% Notes due 2026,G,N,N,100,N,N
GECCZ,Great Elm Capital Corp. - 8.75% Notes due 2028,G,N,N,100,N,N
GEG,"Great Elm Group, Inc.  - Common Stock",Q,N,N,100,N,N
GEGGL,"Great Elm Group, Inc.  - 7.25% Notes due 2027",G,N,N,100,N,N
GEHC,GE HealthCare Technologies Inc. - Common Stock,Q,N,N,100,N,N
GELS,Gelteq Limited - Ordinary Shares,S,N,N,100,N,N
GEN,Gen Digital Inc. - Common Stock,Q,N,N,100,N,N
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",G,N,N,100,N,N
GENVR,Gen Digital Inc. - Contingent Value Rights,G,N,N,100,N,N
GEOS,Geospace Technologies Corporation - Common Stock,Q,N,N,100,N,N
GERN,Geron Corporation - Common Stock,Q,N,N,100,N,N
GEVO,"Gevo, Inc. - Common Stock",S,N,N,100,N,N
GFAI,"Guardforce AI Co., Limited - Ordinary Shares",S,N,N,100,N,N
GFAIW,"Guardforce AI Co., Limited - Warrant",S,N,N,100,N,N
GFS,GlobalFoundries Inc. - Ordinary Share,Q,N,N,100,N,N
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",S,N,N,100,N,N
GGR,Gogoro Inc. - Ordinary Shares,S,N,D,100,N,N
GGROW,Gogoro Inc. - Warrant,S,N,N,100,N,N
GH,"Guardant Health, Inc. - Common Stock",Q,N,N,100,N,N
GHRS,GH Research PLC - Ordinary Shares,G,N,N,100,N,N
GIBO,GIBO Holdings Limited - Class A Ordinary Shares,G,N,N,100,N,N
GIBOW,GIBO Holdings Limited - Warrants,S,N,N,100,N,N
GIFI,"Gulf Island Fabrication, Inc. - Common Stock",Q,N,N,100,N,N
GIFT,"Giftify, Inc. - Common Stock",S,N,N,100,N,N
GIG,GigCapital7 Corp. - Class A Ordinary Share,G,N,N,100,N,N
GIGGU,GigCapital7 Corp. - Unit,G,N,N,100,N,N
GIGGW,GigCapital7 Corp. - Warrant,G,N,N,100,N,N
GIGM,GigaMedia Limited - Ordinary Shares,S,N,N,100,N,N
GIII,"G-III Apparel Group, LTD. - Common Stock",Q,N,N,100,N,N
GILD,"Gilead Sciences, Inc. - Common Stock",Q,N,N,100,N,N
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,Q,N,N,100,N,N
GIPR,Generation Income Properties Inc. - Common stock,S,N,N,100,N,N
GIPRW,Generation Income Properties Inc. - Warrant,S,N,N,100,N,N
GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",S,N,N,100,N,N
GLAD,Gladstone Capital Corporation - Closed End Fund,Q,N,N,100,N,N
GLADZ,Gladstone Capital Corporation - 7.75% Notes due 2028,Q,N,N,100,N,N
GLBE,Global-E Online Ltd. - ordinary shares,Q,N,N,100,N,N
GLBS,Globus Maritime Limited - Common Stock,S,N,N,100,N,N
GLBZ,Glen Burnie Bancorp - Common Stock,S,N,N,100,N,N
GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,Q,N,N,100,N,N
GLDI,"ETRACS Gold Shares Covered Call ETNs due February 2, 2033",G,N,N,100,N,N
GLE,Global Engine Group Holding Limited - Class A Ordinary Shares,S,N,N,100,N,N
GLIBA,"GCI Liberty, Inc. - Series A GCI Group Common Stock",Q,N,N,100,N,N
GLIBK,"GCI Liberty, Inc. - Series C GCI Group Common Stock",Q,N,N,100,N,N
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,S,N,N,100,N,N
GLNG,Golar LNG Limited - Common Shares,Q,N,N,100,N,N
GLPG,Galapagos NV - American Depositary Shares,Q,N,N,100,N,N
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",Q,N,N,100,N,N
GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",Q,N,N,100,N,N
GLSI,"Greenwich LifeSciences, Inc. - Common stock",S,N,N,100,N,N
GLTO,"Galecto, Inc. - Common Stock",S,N,N,100,N,N
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
GLXG,Galaxy Payroll Group Limited - Class A Ordinary Shares,S,N,D,100,N,N
GLXY,Galaxy Digital Inc. - Class A common stock,Q,N,N,100,N,N
GMAB,Genmab A/S - American Depositary Shares,Q,N,N,100,N,N
GMGI,"Golden Matrix Group, Inc. - Common Stock",S,N,N,100,N,N
GMHS,Gamehaus Holdings Inc. - Class A Ordinary Shares,S,N,N,100,N,N
GMM,Global Mofy AI Limited  - Class A Ordinary Shares,S,N,N,100,N,N
GNFT,GENFIT S.A. - American Depositary Shares,Q,N,N,100,N,N
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",S,N,D,100,N,N
GNLX,Genelux Corporation - Common Stock,S,N,N,100,N,N
GNPX,"Genprex, Inc. - Common Stock",S,N,D,100,N,N
GNSS,Genasys Inc. - Common Stock,S,N,N,100,N,N
GNTA,Genenta Science S.p.A. - American Depositary Shares,S,N,N,100,N,N
GNTX,Gentex Corporation - Common Stock,Q,N,N,100,N,N
GO,Grocery Outlet Holding Corp. - Common Stock,Q,N,N,100,N,N
GOCO,"GoHealth, Inc. - Class A Common Stock",S,N,N,100,N,N
GOGL,Golden Ocean Group Limited - Common Stock,Q,N,N,100,N,N
GOGO,Gogo Inc. - Common Stock,Q,N,N,100,N,N
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,Q,N,N,100,N,N
GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N
GOODO,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",Q,N,N,100,N,N
GOOG,Alphabet Inc. - Class C Capital Stock,Q,N,N,100,N,N
GOOGL,Alphabet Inc. - Class A Common Stock,Q,N,N,100,N,N
GORV,"Lazydays Holdings, Inc. - Common Stock",S,N,D,100,N,N
GOSS,"Gossamer Bio, Inc. - Common Stock",Q,N,N,100,N,N
GOVX,"GeoVax Labs, Inc. - Common Stock",S,N,N,100,N,N
GOVXW,"GeoVax Labs, Inc. - Warrants",S,N,N,100,N,N
GP,GreenPower Motor Company Inc. - Common Shares,S,N,D,100,N,N
GPAT,GP-Act III Acquisition Corp. - Class A Ordinary Share,G,N,N,100,N,N
GPATU,GP-Act III Acquisition Corp. - Units,G,N,N,100,N,N
GPATW,GP-Act III Acquisition Corp. - Warrants,G,N,N,100,N,N
GPCR,Structure Therapeutics Inc. - American Depositary Shares,G,N,N,100,N,N
GPRE,"Green Plains, Inc. - Common Stock",Q,N,N,100,N,N
GPRO,"GoPro, Inc. - Class A Common Stock",Q,N,D,100,N,N
GRAB,Grab Holdings Limited - Class A Ordinary Shares,Q,N,N,100,N,N
GRABW,Grab Holdings Limited - Warrant,Q,N,N,100,N,N
GRAL,"GRAIL, Inc. - Common Stock",Q,N,N,100,N,N
